annee,indicateur,valeur,region
2018,Population,1113584.0,Grand'Anse
2018,Population,1440291.0,Grand'Anse
2018,Population,426810.0,Grand'Anse
2018,Population,774087.0,Grand'Anse
2018,Population,1326672.0,Grand'Anse
2018,Population,1128557.0,Grand'Anse
2018,Population,2159922.0,Grand'Anse
2018,Population,647565.0,Grand'Anse
2018,Population,1888942.0,Grand'Anse
2018,Population,194416.0,Grand'Anse
2018,Population,988869.0,Grand'Anse
2018,Population,995074.0,Grand'Anse
2018,Population,2072213.0,Grand'Anse
2018,Population,502377.0,Grand'Anse
2018,Population,391988.0,Grand'Anse
2018,Population,2187961.0,Grand'Anse
2018,Population,734558.0,Grand'Anse
2018,Population,1645355.0,Grand'Anse
2018,Population,2035955.0,Nippes
2018,Population,2244410.0,Nippes
2018,Population,1092532.0,Nippes
2018,Population,1366171.0,Nippes
2018,Population,1195997.0,Nippes
2018,Population,2220163.0,Nippes
2018,Population,188523.0,Nippes
2018,Population,1921647.0,Nippes
2018,Population,515621.0,Nippes
2018,Population,1348627.0,Nippes
2018,Population,1540678.0,Nippes
2018,Population,745303.0,Nippes
2018,Population,1213675.0,Nippes
2018,Population,912087.0,Nippes
2018,Population,488931.0,Nippes
2018,Population,2048718.0,Nippes
2018,Population,2046210.0,Nippes
2018,Population,467497.0,Nippes
2018,Population,2007870.0,Nord
2018,Population,1601979.0,Nord
2018,Population,2016885.0,Nord
2018,Population,596984.0,Nord
2018,Population,1057315.0,Nord
2018,Population,1487738.0,Nord
2018,Population,839900.0,Nord
2018,Population,1642637.0,Nord
2018,Population,2164578.0,Nord
2018,Population,1794586.0,Nord
2018,Population,1869212.0,Nord
2018,Population,163122.0,Nord
2018,Population,1979538.0,Nord
2018,Population,1881111.0,Nord-Est
2018,Population,695526.0,Nord-Est
2018,Population,2313320.0,Nord-Est
2018,Population,1713077.0,Nord-Est
2018,Population,2066831.0,Nord-Est
2018,Population,824472.0,Nord-Est
2018,Population,846701.0,Nord-Est
2018,Population,1299803.0,Nord-Est
2018,Population,1699931.0,Nord-Est
2018,Population,846817.0,Nord-Est
2018,Population,1585402.0,Nord-Est
2018,Population,2276153.0,Nord-Est
2018,Population,2265707.0,Nord-Est
2018,Population,2212097.0,Nord-Est
2018,Population,931377.0,Nord-Est
2018,Population,419152.0,Nord-Ouest
2018,Population,830477.0,Nord-Ouest
2018,Population,446135.0,Nord-Ouest
2018,Population,1557873.0,Nord-Ouest
2018,Population,2282938.0,Nord-Ouest
2018,Population,1604290.0,Nord-Ouest
2018,Population,1876021.0,Nord-Ouest
2018,Population,1270590.0,Nord-Ouest
2018,Population,1900830.0,Nord-Ouest
2018,Population,624749.0,Nord-Ouest
2018,Population,1847757.0,Nord-Ouest
2018,Population,1397011.0,Nord-Ouest
2018,Population,1929994.0,Nord-Ouest
2018,Population,2284139.0,Nord-Ouest
2018,Population,112914.0,Nord-Ouest
2018,Population,2111862.0,Nord-Ouest
2018,Population,2117342.0,Nord-Ouest
2018,Population,420330.0,Nord-Ouest
2018,Population,110643.0,Nord-Ouest
2018,Population,710866.0,Nord-Ouest
2018,Population,2067563.0,Nord-Ouest
2018,Population,420904.0,Nord-Ouest
2018,Population,1048337.0,Ouest
2018,Population,214361.0,Ouest
2018,Population,712206.0,Ouest
2018,Population,2314452.0,Ouest
2018,Population,586432.0,Ouest
2018,Population,423602.0,Ouest
2018,Population,98156.0,Ouest
2018,Population,633505.0,Ouest
2018,Population,942248.0,Ouest
2018,Population,2193370.0,Ouest
2018,Population,2203864.0,Ouest
2018,Population,1142320.0,Ouest
2018,Population,1763855.0,Ouest
2018,Population,1774489.0,Ouest
2018,Population,1042027.0,Ouest
2018,Population,1341926.0,Ouest
2018,Population,321947.0,Ouest
2018,Population,1528714.0,Ouest
2018,Population,1919034.0,Ouest
2018,Population,2129812.0,Ouest
2018,Population,1866581.0,Ouest
2018,Population,932174.0,Ouest
2018,Population,1430291.0,Port-au-Prince
2018,Population,280895.0,Port-au-Prince
2018,Population,901844.0,Port-au-Prince
2018,Population,560411.0,Port-au-Prince
2018,Population,1196118.0,Port-au-Prince
2018,Population,1925274.0,Port-au-Prince
2018,Population,1220705.0,Port-au-Prince
2018,Population,1742816.0,Port-au-Prince
2018,Population,808140.0,Port-au-Prince
2018,Population,2299595.0,Port-au-Prince
2018,Population,869156.0,Port-au-Prince
2018,Population,987555.0,Port-au-Prince
2018,Population,1294801.0,Port-au-Prince
2018,Population,964128.0,Port-au-Prince
2018,Population,102111.0,Port-au-Prince
2018,Population,357077.0,Port-au-Prince
2018,Population,829748.0,Port-au-Prince
2018,Population,374599.0,Port-au-Prince
2018,Population,1858209.0,Port-au-Prince
2018,Population,652974.0,Port-au-Prince
2018,Population,974915.0,Sud
2018,Population,1183293.0,Sud
2018,Population,178514.0,Sud
2018,Population,978508.0,Sud
2018,Population,353692.0,Sud
2018,Population,1088618.0,Sud
2018,Population,664347.0,Sud
2018,Population,472690.0,Sud
2018,Population,211742.0,Sud
2018,Population,1259060.0,Sud
2018,Population,1001103.0,Sud
2018,Population,898232.0,Sud
2018,Population,725723.0,Sud
2018,Population,234850.0,Sud
2018,Population,1300085.0,Sud
2018,Population,1915772.0,Sud
2018,Population,1658566.0,Sud
2018,Population,1026647.0,Sud-Est
2018,Population,1732098.0,Sud-Est
2018,Population,2110593.0,Sud-Est
2018,Population,2272564.0,Sud-Est
2018,Population,1482649.0,Sud-Est
2018,Population,754902.0,Sud-Est
2018,Population,338653.0,Sud-Est
2018,Population,1770349.0,Sud-Est
2018,Population,178586.0,Sud-Est
2018,Population,1079476.0,Sud-Est
2018,Population,1537707.0,Sud-Est
2018,Population,169682.0,Sud-Est
2018,Population,1820314.0,Sud-Est
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2018,Population,115999.0,Total
2019,Population,755200.0,Artibonite
2019,Population,2121099.0,Artibonite
2019,Population,1371374.0,Artibonite
2019,Population,587067.0,Artibonite
2019,Population,2358476.0,Artibonite
2019,Population,295719.0,Artibonite
2019,Population,1745000.0,Artibonite
2019,Population,1155483.0,Artibonite
2019,Population,530758.0,Artibonite
2019,Population,1159256.0,Artibonite
2019,Population,497544.0,Artibonite
2019,Population,575475.0,Artibonite
2019,Population,774229.0,Artibonite
2019,Population,570403.0,Artibonite
2019,Population,799254.0,Artibonite
2019,Population,1733628.0,Artibonite
2019,Population,1799777.0,Artibonite
2019,Population,300208.0,Artibonite
2019,Population,1880181.0,Artibonite
2019,Population,2354752.0,Artibonite
2019,Population,1854767.0,Artibonite
2019,Population,312223.0,Artibonite
2019,Population,432439.0,Centre
2019,Population,1896142.0,Centre
2019,Population,2019456.0,Centre
2019,Population,1564153.0,Centre
2019,Population,1947870.0,Centre
2019,Population,1619326.0,Centre
2019,Population,2306432.0,Centre
2019,Population,1671846.0,Centre
2019,Population,404505.0,Centre
2019,Population,1559869.0,Centre
2019,Population,919712.0,Centre
2019,Population,839166.0,Centre
2019,Population,86577.0,Centre
2019,Population,1872229.0,Centre
2019,Population,1814476.0,Centre
2019,Population,977904.0,Centre
2019,Population,2090424.0,Centre
2019,Population,1298382.0,Grand'Anse
2019,Population,1747108.0,Grand'Anse
2019,Population,1411845.0,Grand'Anse
2019,Population,966083.0,Grand'Anse
2019,Population,1024518.0,Grand'Anse
2019,Population,292295.0,Grand'Anse
2019,Population,1309540.0,Grand'Anse
2019,Population,460964.0,Grand'Anse
2019,Population,1546216.0,Grand'Anse
2019,Population,72564.0,Grand'Anse
2019,Population,2245823.0,Grand'Anse
2019,Population,1468741.0,Grand'Anse
2019,Population,1737511.0,Grand'Anse
2019,Population,61596.0,Grand'Anse
2019,Population,1317210.0,Grand'Anse
2019,Population,2169831.0,Grand'Anse
2019,Population,175685.0,Grand'Anse
2019,Population,1604063.0,Grand'Anse
2019,Population,2236770.0,Grand'Anse
2019,Population,1334076.0,Grand'Anse
2019,Population,704888.0,Grand'Anse
2019,Population,958938.0,Nippes
2019,Population,1583333.0,Nippes
2019,Population,1639920.0,Nippes
2019,Population,711797.0,Nippes
2019,Population,1995226.0,Nippes
2019,Population,2222317.0,Nippes
2019,Population,901944.0,Nippes
2019,Population,1639250.0,Nippes
2019,Population,1102314.0,Nippes
2019,Population,806816.0,Nippes
2019,Population,1521444.0,Nippes
2019,Population,2261393.0,Nippes
2019,Population,2208590.0,Nippes
2019,Population,1545593.0,Nippes
2019,Population,1910658.0,Nippes
2019,Population,2059825.0,Nippes
2019,Population,743763.0,Nippes
2019,Population,1124525.0,Nippes
2019,Population,1672196.0,Nippes
2019,Population,1124320.0,Nippes
2019,Population,2097924.0,Nord
2019,Population,1834877.0,Nord
2019,Population,2281000.0,Nord
2019,Population,1104226.0,Nord
2019,Population,1834462.0,Nord
2019,Population,1070570.0,Nord
2019,Population,428717.0,Nord
2019,Population,1342451.0,Nord
2019,Population,1136459.0,Nord
2019,Population,1167617.0,Nord
2019,Population,1065167.0,Nord
2019,Population,1050321.0,Nord-Est
2019,Population,1427483.0,Nord-Est
2019,Population,976953.0,Nord-Est
2019,Population,851509.0,Nord-Est
2019,Population,1211454.0,Nord-Est
2019,Population,1529296.0,Nord-Est
2019,Population,1849005.0,Nord-Est
2019,Population,1219473.0,Nord-Est
2019,Population,1803705.0,Nord-Est
2019,Population,1462873.0,Nord-Est
2019,Population,2002222.0,Nord-Est
2019,Population,923385.0,Nord-Est
2019,Population,1948916.0,Nord-Est
2019,Population,1353708.0,Nord-Est
2019,Population,185081.0,Nord-Est
2019,Population,467374.0,Nord-Est
2019,Population,585785.0,Nord-Ouest
2019,Population,482232.0,Nord-Ouest
2019,Population,1030718.0,Nord-Ouest
2019,Population,2282443.0,Nord-Ouest
2019,Population,663588.0,Nord-Ouest
2019,Population,1695094.0,Nord-Ouest
2019,Population,2260869.0,Nord-Ouest
2019,Population,804815.0,Nord-Ouest
2019,Population,442220.0,Nord-Ouest
2019,Population,2134709.0,Nord-Ouest
2019,Population,1228280.0,Nord-Ouest
2019,Population,322416.0,Nord-Ouest
2019,Population,786189.0,Nord-Ouest
2019,Population,1252159.0,Nord-Ouest
2019,Population,1823576.0,Ouest
2019,Population,823841.0,Ouest
2019,Population,231088.0,Ouest
2019,Population,2340934.0,Ouest
2019,Population,2093495.0,Ouest
2019,Population,192618.0,Ouest
2019,Population,999076.0,Ouest
2019,Population,117411.0,Ouest
2019,Population,1270324.0,Ouest
2019,Population,486569.0,Ouest
2019,Population,1191191.0,Ouest
2019,Population,503288.0,Ouest
2019,Population,85909.0,Ouest
2019,Population,827941.0,Ouest
2019,Population,1064545.0,Ouest
2019,Population,808631.0,Ouest
2019,Population,1996989.0,Ouest
2019,Population,377865.0,Ouest
2019,Population,1113877.0,Port-au-Prince
2019,Population,525055.0,Port-au-Prince
2019,Population,539625.0,Port-au-Prince
2019,Population,1974623.0,Port-au-Prince
2019,Population,1777504.0,Port-au-Prince
2019,Population,2118003.0,Port-au-Prince
2019,Population,1976013.0,Port-au-Prince
2019,Population,331446.0,Port-au-Prince
2019,Population,479006.0,Port-au-Prince
2019,Population,1873916.0,Port-au-Prince
2019,Population,1950038.0,Port-au-Prince
2019,Population,1622662.0,Port-au-Prince
2019,Population,2256569.0,Port-au-Prince
2019,Population,1388045.0,Port-au-Prince
2019,Population,1472244.0,Port-au-Prince
2019,Population,362857.0,Port-au-Prince
2019,Population,559219.0,Port-au-Prince
2019,Population,1959073.0,Port-au-Prince
2019,Population,2141264.0,Port-au-Prince
2019,Population,2034951.0,Port-au-Prince
2019,Population,1458238.0,Sud
2019,Population,2081901.0,Sud
2019,Population,978584.0,Sud
2019,Population,223869.0,Sud
2019,Population,1633515.0,Sud
2019,Population,1001548.0,Sud
2019,Population,1678211.0,Sud
2019,Population,1410551.0,Sud
2019,Population,935553.0,Sud
2019,Population,335479.0,Sud
2019,Population,1415935.0,Sud
2019,Population,1361206.0,Sud
2019,Population,1288550.0,Sud
2019,Population,1809218.0,Sud
2019,Population,1515108.0,Sud
2019,Population,1878614.0,Sud
2019,Population,549838.0,Sud
2019,Population,2138942.0,Sud
2019,Population,920473.0,Sud
2019,Population,1614579.0,Sud
2019,Population,413600.0,Sud
2019,Population,742966.0,Sud
2019,Population,2063586.0,Sud
2019,Population,1606861.0,Sud
2019,Population,1200378.0,Sud
2019,Population,390937.0,Sud
2019,Population,1088292.0,Sud-Est
2019,Population,1807847.0,Sud-Est
2019,Population,854980.0,Sud-Est
2019,Population,1482993.0,Sud-Est
2019,Population,2310869.0,Sud-Est
2019,Population,194605.0,Sud-Est
2019,Population,1846222.0,Sud-Est
2019,Population,1634917.0,Sud-Est
2019,Population,732895.0,Sud-Est
2019,Population,1575236.0,Sud-Est
2019,Population,2096470.0,Sud-Est
2019,Population,1089817.0,Sud-Est
2019,Population,306212.0,Sud-Est
2019,Population,629730.0,Sud-Est
2019,Population,892662.0,Sud-Est
2019,Population,1918698.0,Sud-Est
2019,Population,838454.0,Sud-Est
2019,Population,1243249.0,Sud-Est
2019,Population,2296567.0,Sud-Est
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2019,Population,118000.0,Total
2020,Population,2162533.0,Artibonite
2020,Population,1543911.0,Artibonite
2020,Population,279091.0,Artibonite
2020,Population,434299.0,Artibonite
2020,Population,817936.0,Artibonite
2020,Population,211694.0,Artibonite
2020,Population,2306740.0,Artibonite
2020,Population,878023.0,Artibonite
2020,Population,1763473.0,Artibonite
2020,Population,651556.0,Artibonite
2020,Population,658828.0,Artibonite
2020,Population,80295.0,Artibonite
2020,Population,880264.0,Centre
2020,Population,1920098.0,Centre
2020,Population,636115.0,Centre
2020,Population,2248916.0,Centre
2020,Population,1175204.0,Centre
2020,Population,2069313.0,Centre
2020,Population,1668408.0,Centre
2020,Population,1971462.0,Centre
2020,Population,818692.0,Centre
2020,Population,903428.0,Centre
2020,Population,2199261.0,Centre
2020,Population,1688044.0,Centre
2020,Population,71348.0,Centre
2020,Population,957020.0,Grand'Anse
2020,Population,1592628.0,Grand'Anse
2020,Population,1760392.0,Grand'Anse
2020,Population,1786436.0,Grand'Anse
2020,Population,1634509.0,Grand'Anse
2020,Population,675567.0,Grand'Anse
2020,Population,332408.0,Grand'Anse
2020,Population,979449.0,Grand'Anse
2020,Population,768118.0,Grand'Anse
2020,Population,376413.0,Grand'Anse
2020,Population,2151366.0,Grand'Anse
2020,Population,1918141.0,Grand'Anse
2020,Population,1656055.0,Grand'Anse
2020,Population,667868.0,Grand'Anse
2020,Population,337413.0,Grand'Anse
2020,Population,1875237.0,Grand'Anse
2020,Population,1214900.0,Nippes
2020,Population,673239.0,Nippes
2020,Population,2259770.0,Nippes
2020,Population,2392264.0,Nippes
2020,Population,631774.0,Nippes
2020,Population,225223.0,Nippes
2020,Population,966535.0,Nippes
2020,Population,2271106.0,Nippes
2020,Population,1278931.0,Nippes
2020,Population,1064008.0,Nippes
2020,Population,583954.0,Nippes
2020,Population,1154832.0,Nippes
2020,Population,872826.0,Nippes
2020,Population,569059.0,Nippes
2020,Population,2028901.0,Nippes
2020,Population,1531380.0,Nippes
2020,Population,1854261.0,Nippes
2020,Population,1915514.0,Nippes
2020,Population,450278.0,Nippes
2020,Population,633775.0,Nippes
2020,Population,271602.0,Nippes
2020,Population,1973926.0,Nord
2020,Population,584865.0,Nord
2020,Population,1230350.0,Nord
2020,Population,1040444.0,Nord
2020,Population,588260.0,Nord
2020,Population,1215643.0,Nord
2020,Population,1502115.0,Nord
2020,Population,2350554.0,Nord
2020,Population,521970.0,Nord
2020,Population,1840399.0,Nord
2020,Population,251754.0,Nord
2020,Population,1711995.0,Nord
2020,Population,1004926.0,Nord
2020,Population,967155.0,Nord
2020,Population,1791100.0,Nord
2020,Population,2110614.0,Nord
2020,Population,1620810.0,Nord
2020,Population,711445.0,Nord
2020,Population,560521.0,Nord
2020,Population,521020.0,Nord
2020,Population,255808.0,Nord
2020,Population,1491178.0,Nord
2020,Population,1502593.0,Nord
2020,Population,987632.0,Nord-Est
2020,Population,1085292.0,Nord-Est
2020,Population,1856601.0,Nord-Est
2020,Population,1319586.0,Nord-Est
2020,Population,2315980.0,Nord-Est
2020,Population,552266.0,Nord-Est
2020,Population,1587723.0,Nord-Est
2020,Population,548383.0,Nord-Est
2020,Population,461793.0,Nord-Est
2020,Population,1187494.0,Nord-Est
2020,Population,1375484.0,Nord-Est
2020,Population,538384.0,Nord-Est
2020,Population,207952.0,Nord-Est
2020,Population,79753.0,Nord-Est
2020,Population,1329330.0,Nord-Est
2020,Population,265293.0,Nord-Est
2020,Population,1500150.0,Nord-Est
2020,Population,498682.0,Nord-Est
2020,Population,240450.0,Nord-Est
2020,Population,273354.0,Nord-Est
2020,Population,1959465.0,Nord-Est
2020,Population,416803.0,Nord-Est
2020,Population,1840476.0,Nord-Est
2020,Population,1438616.0,Nord-Est
2020,Population,239089.0,Nord-Est
2020,Population,731803.0,Nord-Est
2020,Population,899814.0,Nord-Ouest
2020,Population,1849575.0,Nord-Ouest
2020,Population,677734.0,Nord-Ouest
2020,Population,1975059.0,Nord-Ouest
2020,Population,923078.0,Nord-Ouest
2020,Population,310958.0,Nord-Ouest
2020,Population,87087.0,Nord-Ouest
2020,Population,1001806.0,Nord-Ouest
2020,Population,1021851.0,Nord-Ouest
2020,Population,1584270.0,Nord-Ouest
2020,Population,2233537.0,Nord-Ouest
2020,Population,1466587.0,Nord-Ouest
2020,Population,1288372.0,Nord-Ouest
2020,Population,133347.0,Nord-Ouest
2020,Population,1208290.0,Nord-Ouest
2020,Population,1651489.0,Ouest
2020,Population,405500.0,Ouest
2020,Population,679994.0,Ouest
2020,Population,1897405.0,Ouest
2020,Population,1140304.0,Ouest
2020,Population,2399498.0,Ouest
2020,Population,2202734.0,Ouest
2020,Population,1608529.0,Ouest
2020,Population,1126170.0,Ouest
2020,Population,623206.0,Ouest
2020,Population,2259607.0,Ouest
2020,Population,2123046.0,Ouest
2020,Population,1299518.0,Ouest
2020,Population,941620.0,Ouest
2020,Population,300372.0,Ouest
2020,Population,321565.0,Port-au-Prince
2020,Population,271099.0,Port-au-Prince
2020,Population,902680.0,Port-au-Prince
2020,Population,2379880.0,Port-au-Prince
2020,Population,1928548.0,Port-au-Prince
2020,Population,372219.0,Port-au-Prince
2020,Population,2366106.0,Port-au-Prince
2020,Population,571305.0,Port-au-Prince
2020,Population,457240.0,Port-au-Prince
2020,Population,2018738.0,Port-au-Prince
2020,Population,623538.0,Port-au-Prince
2020,Population,2159450.0,Port-au-Prince
2020,Population,640423.0,Port-au-Prince
2020,Population,546502.0,Port-au-Prince
2020,Population,189202.0,Port-au-Prince
2020,Population,414795.0,Port-au-Prince
2020,Population,784440.0,Port-au-Prince
2020,Population,514167.0,Port-au-Prince
2020,Population,2377284.0,Port-au-Prince
2020,Population,1399268.0,Port-au-Prince
2020,Population,1098169.0,Port-au-Prince
2020,Population,832680.0,Port-au-Prince
2020,Population,635708.0,Port-au-Prince
2020,Population,624174.0,Port-au-Prince
2020,Population,657798.0,Sud
2020,Population,397252.0,Sud
2020,Population,474058.0,Sud
2020,Population,734286.0,Sud
2020,Population,1767676.0,Sud
2020,Population,1912909.0,Sud
2020,Population,1839175.0,Sud
2020,Population,2345424.0,Sud
2020,Population,1136389.0,Sud
2020,Population,762789.0,Sud
2020,Population,1816200.0,Sud
2020,Population,1342448.0,Sud
2020,Population,2022387.0,Sud
2020,Population,1586473.0,Sud
2020,Population,2146986.0,Sud
2020,Population,1193442.0,Sud
2020,Population,1693513.0,Sud
2020,Population,1849388.0,Sud
2020,Population,358801.0,Sud-Est
2020,Population,411021.0,Sud-Est
2020,Population,1274678.0,Sud-Est
2020,Population,2318358.0,Sud-Est
2020,Population,1451233.0,Sud-Est
2020,Population,703046.0,Sud-Est
2020,Population,1580355.0,Sud-Est
2020,Population,1805773.0,Sud-Est
2020,Population,1751971.0,Sud-Est
2020,Population,238090.0,Sud-Est
2020,Population,2045834.0,Sud-Est
2020,Population,1373384.0,Sud-Est
2020,Population,1310811.0,Sud-Est
2020,Population,306339.0,Sud-Est
2020,Population,2159798.0,Sud-Est
2020,Population,1066545.0,Sud-Est
2020,Population,2009497.0,Sud-Est
2020,Population,691266.0,Sud-Est
2020,Population,731768.0,Sud-Est
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2020,Population,120000.0,Total
2021,Population,893531.0,Artibonite
2021,Population,1517545.0,Artibonite
2021,Population,456948.0,Artibonite
2021,Population,100043.0,Artibonite
2021,Population,1666707.0,Artibonite
2021,Population,1380892.0,Centre
2021,Population,1002131.0,Centre
2021,Population,464478.0,Centre
2021,Population,2252731.0,Centre
2021,Population,2070235.0,Centre
2021,Population,1745533.0,Centre
2021,Population,1909668.0,Centre
2021,Population,702415.0,Centre
2021,Population,2034969.0,Centre
2021,Population,1041495.0,Centre
2021,Population,1852230.0,Centre
2021,Population,855566.0,Centre
2021,Population,204883.0,Centre
2021,Population,1486031.0,Centre
2021,Population,1828392.0,Centre
2021,Population,1280754.0,Centre
2021,Population,1988789.0,Centre
2021,Population,2153264.0,Centre
2021,Population,736115.0,Grand'Anse
2021,Population,2170023.0,Grand'Anse
2021,Population,2203851.0,Grand'Anse
2021,Population,1987284.0,Grand'Anse
2021,Population,1537210.0,Grand'Anse
2021,Population,1149255.0,Grand'Anse
2021,Population,2190899.0,Grand'Anse
2021,Population,459892.0,Grand'Anse
2021,Population,297582.0,Grand'Anse
2021,Population,1833525.0,Grand'Anse
2021,Population,720851.0,Grand'Anse
2021,Population,1824198.0,Grand'Anse
2021,Population,176163.0,Grand'Anse
2021,Population,153591.0,Grand'Anse
2021,Population,397190.0,Nippes
2021,Population,937792.0,Nippes
2021,Population,1008587.0,Nippes
2021,Population,744729.0,Nippes
2021,Population,1742954.0,Nippes
2021,Population,450786.0,Nippes
2021,Population,1409362.0,Nippes
2021,Population,1055971.0,Nippes
2021,Population,99950.0,Nippes
2021,Population,417889.0,Nippes
2021,Population,246272.0,Nippes
2021,Population,1418228.0,Nippes
2021,Population,915586.0,Nippes
2021,Population,547317.0,Nippes
2021,Population,1991843.0,Nippes
2021,Population,1148882.0,Nippes
2021,Population,2309849.0,Nippes
2021,Population,1215066.0,Nippes
2021,Population,1018097.0,Nord
2021,Population,1289321.0,Nord
2021,Population,2328709.0,Nord
2021,Population,1996726.0,Nord
2021,Population,1258769.0,Nord
2021,Population,415950.0,Nord
2021,Population,761736.0,Nord
2021,Population,918045.0,Nord
2021,Population,1458712.0,Nord
2021,Population,951024.0,Nord
2021,Population,1636055.0,Nord
2021,Population,2124343.0,Nord
2021,Population,730302.0,Nord
2021,Population,1073640.0,Nord
2021,Population,1030752.0,Nord
2021,Population,1518799.0,Nord-Est
2021,Population,1806130.0,Nord-Est
2021,Population,2227212.0,Nord-Est
2021,Population,2066170.0,Nord-Est
2021,Population,2094067.0,Nord-Est
2021,Population,548725.0,Nord-Est
2021,Population,290799.0,Nord-Est
2021,Population,1959446.0,Nord-Est
2021,Population,1548755.0,Nord-Est
2021,Population,932150.0,Nord-Est
2021,Population,211848.0,Nord-Est
2021,Population,1510541.0,Nord-Est
2021,Population,1912690.0,Nord-Est
2021,Population,2120991.0,Nord-Est
2021,Population,1131418.0,Nord-Est
2021,Population,171234.0,Nord-Est
2021,Population,2087166.0,Nord-Ouest
2021,Population,607086.0,Nord-Ouest
2021,Population,1904764.0,Nord-Ouest
2021,Population,406693.0,Nord-Ouest
2021,Population,90327.0,Nord-Ouest
2021,Population,365726.0,Nord-Ouest
2021,Population,762729.0,Nord-Ouest
2021,Population,1702941.0,Nord-Ouest
2021,Population,714491.0,Nord-Ouest
2021,Population,547944.0,Nord-Ouest
2021,Population,1236361.0,Nord-Ouest
2021,Population,833948.0,Nord-Ouest
2021,Population,123501.0,Nord-Ouest
2021,Population,1170163.0,Nord-Ouest
2021,Population,292504.0,Nord-Ouest
2021,Population,666184.0,Nord-Ouest
2021,Population,1215256.0,Ouest
2021,Population,1641850.0,Ouest
2021,Population,83072.0,Ouest
2021,Population,845386.0,Ouest
2021,Population,1450677.0,Ouest
2021,Population,307626.0,Ouest
2021,Population,2088409.0,Ouest
2021,Population,1250724.0,Ouest
2021,Population,1445352.0,Ouest
2021,Population,318668.0,Ouest
2021,Population,2376395.0,Ouest
2021,Population,674215.0,Ouest
2021,Population,1543596.0,Ouest
2021,Population,690859.0,Ouest
2021,Population,633857.0,Ouest
2021,Population,1077336.0,Ouest
2021,Population,1596284.0,Ouest
2021,Population,2296104.0,Ouest
2021,Population,442817.0,Ouest
2021,Population,100690.0,Ouest
2021,Population,969664.0,Port-au-Prince
2021,Population,749871.0,Port-au-Prince
2021,Population,2192111.0,Port-au-Prince
2021,Population,1848096.0,Port-au-Prince
2021,Population,1758134.0,Port-au-Prince
2021,Population,1187524.0,Port-au-Prince
2021,Population,1469964.0,Port-au-Prince
2021,Population,392902.0,Port-au-Prince
2021,Population,1681516.0,Port-au-Prince
2021,Population,538551.0,Port-au-Prince
2021,Population,776156.0,Port-au-Prince
2021,Population,2024577.0,Port-au-Prince
2021,Population,1054792.0,Port-au-Prince
2021,Population,2169851.0,Port-au-Prince
2021,Population,1671066.0,Port-au-Prince
2021,Population,867927.0,Port-au-Prince
2021,Population,490563.0,Port-au-Prince
2021,Population,1235469.0,Port-au-Prince
2021,Population,1164836.0,Port-au-Prince
2021,Population,675066.0,Port-au-Prince
2021,Population,1346856.0,Port-au-Prince
2021,Population,1143137.0,Port-au-Prince
2021,Population,2226409.0,Sud
2021,Population,1735545.0,Sud
2021,Population,2436586.0,Sud
2021,Population,869691.0,Sud
2021,Population,1282467.0,Sud
2021,Population,1263920.0,Sud
2021,Population,2274385.0,Sud
2021,Population,2263910.0,Sud
2021,Population,2351478.0,Sud
2021,Population,1516230.0,Sud
2021,Population,2308710.0,Sud
2021,Population,1940245.0,Sud
2021,Population,240292.0,Sud
2021,Population,1675783.0,Sud
2021,Population,296786.0,Sud
2021,Population,1920627.0,Sud-Est
2021,Population,686529.0,Sud-Est
2021,Population,1716813.0,Sud-Est
2021,Population,1074353.0,Sud-Est
2021,Population,1052827.0,Sud-Est
2021,Population,1219426.0,Sud-Est
2021,Population,1135156.0,Sud-Est
2021,Population,433935.0,Sud-Est
2021,Population,1870188.0,Sud-Est
2021,Population,1667938.0,Sud-Est
2021,Population,997907.0,Sud-Est
2021,Population,118413.0,Sud-Est
2021,Population,722645.0,Sud-Est
2021,Population,1387593.0,Sud-Est
2021,Population,401705.0,Sud-Est
2021,Population,335193.0,Sud-Est
2021,Population,1094342.0,Sud-Est
2021,Population,785373.0,Sud-Est
2021,Population,2139723.0,Sud-Est
2021,Population,2010474.0,Sud-Est
